datetime,CO,NO2,SO2,O3,PM10,WS,WD,Temp,Rain,PM25
2020-07-20 19:00:00+07:00,,,,,35.0,,,,,12.0
2020-07-20 20:00:00+07:00,,,,,38.0,,,,,12.0
2020-07-20 21:00:00+07:00,,,,,39.0,,,,,13.0
2020-07-20 22:00:00+07:00,,,,,42.0,,,,,14.0
2020-07-20 23:00:00+07:00,,,,,43.0,,,,,14.0
2020-07-21 00:00:00+07:00,,,,,43.0,,,,,14.0
2020-07-21 01:00:00+07:00,,,,,45.0,,,,,14.0
2020-07-21 02:00:00+07:00,,,,,45.0,,,,,15.0
2020-07-21 03:00:00+07:00,,,,,47.0,,,,,15.0
2020-07-21 04:00:00+07:00,,,,,48.0,,,,,16.0
2020-07-21 05:00:00+07:00,,,,,49.0,,,,,16.0
2020-07-21 06:00:00+07:00,,,,,50.0,,,,,17.0
2020-07-21 07:00:00+07:00,,,,,52.0,,,,,18.0
2020-07-21 08:00:00+07:00,,,,,54.0,,,,,18.0
2020-07-21 09:00:00+07:00,,,,,54.0,,,,,18.0
2020-07-21 10:00:00+07:00,,,,,57.0,,,,,19.0
2020-07-21 11:00:00+07:00,,,,,58.0,,,,,19.0
2020-07-21 12:00:00+07:00,,,,,57.0,,,,,19.0
2020-07-21 13:00:00+07:00,,,,,57.0,,,,,19.0
2020-07-21 14:00:00+07:00,,,,,56.0,,,,,19.0
2020-07-21 15:00:00+07:00,,,,,56.0,,,,,18.0
2020-07-21 16:00:00+07:00,,,,,56.0,,,,,18.0
2020-07-21 17:00:00+07:00,,,,,57.0,,,,,18.0
2020-07-21 18:00:00+07:00,,,,,57.0,,,,,18.0
2020-07-21 19:00:00+07:00,,,,,57.0,,,,,18.0
2020-07-21 20:00:00+07:00,,,,,54.0,,,,,17.0
2020-07-21 21:00:00+07:00,,,,,54.0,,,,,17.0
2020-07-21 22:00:00+07:00,,,,,53.0,,,,,17.0
2020-07-21 23:00:00+07:00,,,,,52.0,,,,,17.0
2020-07-22 00:00:00+07:00,,,,,52.0,,,,,17.0
2020-07-22 01:00:00+07:00,,,,,53.0,,,,,16.0
