datetime,CO,NO2,SO2,O3,PM10,WS,WD,Temp,Rain,PM25
2021-01-14 05:00:00+07:00,0.45,1.0,0.0,15.0,73.0,,,,,46.0
2021-01-14 06:00:00+07:00,0.36,0.0,0.0,17.0,74.0,,,,,46.0
2021-01-14 07:00:00+07:00,0.33,1.0,0.0,18.0,75.0,,,,,47.0
2021-01-14 08:00:00+07:00,0.31,3.0,1.0,17.0,76.0,,,,,48.0
2021-01-14 09:00:00+07:00,0.31,3.0,1.0,17.0,77.0,,,,,49.0
2021-01-14 10:00:00+07:00,0.31,1.0,1.0,18.0,76.0,,,,,49.0
2021-01-14 11:00:00+07:00,0.3,1.0,1.0,22.0,77.0,,,,,50.0
2021-01-14 12:00:00+07:00,0.29,1.0,1.0,27.0,78.0,,,,,51.0
2021-01-14 13:00:00+07:00,0.29,1.0,1.0,32.0,78.0,,,,,51.0
2021-01-14 14:00:00+07:00,0.29,1.0,1.0,38.0,78.0,,,,,51.0
2021-01-14 15:00:00+07:00,0.26,1.5,1.0,45.0,79.0,,,,,51.0
2021-01-14 16:00:00+07:00,0.23,0.0,1.0,53.0,79.0,,,,,51.0
2021-01-14 17:00:00+07:00,0.2,4.0,1.0,59.0,79.0,,,,,51.0
2021-01-14 18:00:00+07:00,0.2,8.0,1.0,62.0,79.0,,,,,52.0
2021-01-14 19:00:00+07:00,0.25,20.5,1.0,60.0,80.0,,,,,52.0
2021-01-14 20:00:00+07:00,0.36,20.5,1.0,54.0,80.0,,,,,52.0
2021-01-14 21:00:00+07:00,0.49,20.5,1.0,47.0,80.0,,,,,51.0
2021-01-14 22:00:00+07:00,0.54,20.5,1.0,39.0,80.0,,,,,52.0
2021-01-14 23:00:00+07:00,0.54,20.5,1.0,32.0,80.0,,,,,51.0
2021-01-15 00:00:00+07:00,0.54,20.5,1.0,25.0,80.0,,,,,51.0
2021-01-15 01:00:00+07:00,0.54,16.0,1.0,19.0,80.0,,,,,52.0
2021-01-15 02:00:00+07:00,0.54,8.0,1.0,14.0,81.0,,,,,52.0
2021-01-15 03:00:00+07:00,0.54,6.0,1.0,14.0,80.0,,,,,52.0
2021-01-15 04:00:00+07:00,0.54,9.0,1.0,16.0,81.0,,,,,52.0
2021-01-15 05:00:00+07:00,0.54,4.0,1.0,19.0,82.0,,,,,53.0
2021-01-15 06:00:00+07:00,0.46,6.0,1.0,22.0,83.0,,,,,54.0
2021-01-15 07:00:00+07:00,0.39,8.0,1.0,23.0,84.0,,,,,55.0
2021-01-15 08:00:00+07:00,0.36,12.0,1.0,24.0,85.0,,,,,56.0
2021-01-15 09:00:00+07:00,0.38,16.0,1.0,25.0,86.0,,,,,57.0
2021-01-15 10:00:00+07:00,0.4,14.0,1.0,27.0,87.0,,,,,58.0
2021-01-15 11:00:00+07:00,0.39,3.0,1.0,30.0,87.0,,,,,58.0
2021-01-15 12:00:00+07:00,0.36,2.0,1.0,37.0,87.0,,,,,58.0
2021-01-15 13:00:00+07:00,0.35,0.0,1.0,44.0,88.0,,,,,59.0
2021-01-15 14:00:00+07:00,0.33,0.0,2.0,53.0,89.0,,,,,60.0
2021-01-15 15:00:00+07:00,0.3,0.0,1.0,62.0,90.0,,,,,60.0
2021-01-15 16:00:00+07:00,0.25,0.5,1.0,71.0,90.0,,,,,61.0
2021-01-15 17:00:00+07:00,0.19,1.0,1.0,78.0,91.0,,,,,61.0
2021-01-15 18:00:00+07:00,0.15,10.0,1.0,78.0,91.0,,,,,62.0
2021-01-15 19:00:00+07:00,0.21,20.5,1.0,78.0,92.0,,,,,62.0
2021-01-15 20:00:00+07:00,0.3,20.5,1.0,75.0,93.0,,,,,63.0
2021-01-15 21:00:00+07:00,0.4,20.5,2.0,66.0,95.0,,,,,64.0
2021-01-15 22:00:00+07:00,0.48,20.5,2.0,58.0,97.0,,,,,66.0
2021-01-15 23:00:00+07:00,0.54,20.5,1.0,49.0,99.0,,,,,67.0
2021-01-16 00:00:00+07:00,0.54,20.5,1.0,40.0,100.0,,,,,69.0
2021-01-16 01:00:00+07:00,0.54,8.0,1.0,35.0,100.0,,,,,69.0
2021-01-16 02:00:00+07:00,0.54,4.0,1.0,32.0,100.0,,,,,69.0
2021-01-16 03:00:00+07:00,0.54,10.0,1.0,30.0,101.0,,,,,69.0
2021-01-16 04:00:00+07:00,0.53,9.0,1.0,30.0,101.0,,,,,70.0
2021-01-16 05:00:00+07:00,0.45,12.0,1.0,31.0,101.0,,,,,70.0
2021-01-16 06:00:00+07:00,0.41,10.0,1.0,29.0,102.0,,,,,70.0
2021-01-16 07:00:00+07:00,0.39,11.0,1.0,28.0,103.0,,,,,71.0
2021-01-16 08:00:00+07:00,0.36,10.0,1.0,29.0,104.0,,,,,72.0
2021-01-16 09:00:00+07:00,0.39,12.0,1.0,27.0,105.0,,,,,73.0
2021-01-16 10:00:00+07:00,0.43,12.0,1.0,27.0,106.0,,,,,74.0
2021-01-16 11:00:00+07:00,0.41,7.0,2.0,34.0,107.0,,,,,75.0
2021-01-16 12:00:00+07:00,0.39,4.0,2.0,43.0,108.0,,,,,75.0
2021-01-16 13:00:00+07:00,0.36,1.0,2.0,54.0,109.0,,,,,76.0
2021-01-16 14:00:00+07:00,0.34,1.0,2.0,65.0,109.0,,,,,77.0
2021-01-16 15:00:00+07:00,0.31,0.0,2.0,75.0,110.0,,,,,77.0
2021-01-16 16:00:00+07:00,0.28,0.0,2.0,78.0,111.0,,,,,78.0
2021-01-16 17:00:00+07:00,0.24,1.0,2.0,78.0,112.0,,,,,78.0
2021-01-16 18:00:00+07:00,0.21,8.0,2.0,78.0,113.0,,,,,79.0
2021-01-16 19:00:00+07:00,0.29,20.5,2.0,78.0,114.0,,,,,80.0
2021-01-16 20:00:00+07:00,0.41,20.5,2.0,78.0,114.0,,,,,81.0
2021-01-16 21:00:00+07:00,0.54,20.5,2.0,76.0,114.0,,,,,81.0
2021-01-16 22:00:00+07:00,0.54,20.5,2.0,64.0,114.0,,,,,81.0
2021-01-16 23:00:00+07:00,0.54,20.5,1.0,55.0,114.0,,,,,81.0
2021-01-17 00:00:00+07:00,0.54,6.0,1.0,49.0,113.0,,,,,80.0
2021-01-17 01:00:00+07:00,0.54,6.0,1.0,42.0,113.0,,,,,81.0
2021-01-17 02:00:00+07:00,0.54,7.0,1.0,36.0,114.0,,,,,81.5
2021-01-17 03:00:00+07:00,0.54,9.0,1.0,34.0,115.0,,,,,81.5
2021-01-17 04:00:00+07:00,0.54,8.0,1.0,37.0,116.0,,,,,81.5
2021-01-17 05:00:00+07:00,0.45,5.0,1.0,40.0,117.0,,,,,81.5
2021-01-17 06:00:00+07:00,0.38,5.0,1.0,44.0,117.0,,,,,81.5
2021-01-17 07:00:00+07:00,0.34,7.0,1.0,43.0,117.0,,,,,81.5
2021-01-17 08:00:00+07:00,0.36,16.0,1.0,39.0,116.0,,,,,81.5
2021-01-17 09:00:00+07:00,0.4,18.0,1.0,36.0,116.0,,,,,81.5
2021-01-17 10:00:00+07:00,0.41,12.0,2.0,36.0,115.0,,,,,81.5
2021-01-17 11:00:00+07:00,0.4,5.0,2.0,43.0,115.0,,,,,81.5
2021-01-17 12:00:00+07:00,0.38,2.0,2.0,50.0,115.0,,,,,81.5
