datetime,CO,O3,PM10,WS,WD,Temp,NO2,SO2,Rain,PM25
2010-01-01 00:00:00+07:00,1.1,14.0,77.0,0.6,260.0,27.6,,,,
2010-01-01 01:00:00+07:00,0.9,21.0,28.0,0.5,353.0,27.6,,,,
2010-01-01 02:00:00+07:00,1.0,17.0,40.0,0.4,12.0,27.6,,,,
2010-01-01 03:00:00+07:00,1.1,12.0,59.0,0.4,14.0,27.6,,,,
2010-01-01 04:00:00+07:00,1.6,2.0,82.0,0.4,17.0,27.6,,,,
2010-01-01 05:00:00+07:00,1.0,11.0,85.0,0.4,33.0,27.6,,,,
2010-01-01 06:00:00+07:00,0.9,14.0,43.0,0.3,38.0,27.6,,,,
2010-01-01 07:00:00+07:00,1.0,6.0,73.0,0.4,16.0,27.6,,,,
2010-01-01 08:00:00+07:00,0.8,22.0,102.0,0.7,69.0,27.6,,,,
2010-01-01 09:00:00+07:00,0.8,27.0,70.0,0.1,78.0,27.6,,,,
2010-01-01 10:00:00+07:00,0.8,32.0,58.0,0.2,228.0,27.6,,,,
2010-01-01 11:00:00+07:00,0.7,50.0,4.0,0.3,263.0,27.6,,,,
2010-01-01 12:00:00+07:00,0.7,59.0,7.0,0.2,97.0,27.6,,,,
2010-01-01 13:00:00+07:00,0.6,60.0,10.0,1.1,248.0,27.6,,,,
2010-01-01 14:00:00+07:00,0.5,61.0,22.0,1.2,244.0,27.6,,,,
2010-01-01 15:00:00+07:00,0.5,63.0,48.0,0.7,236.0,27.6,,,,
2010-01-01 16:00:00+07:00,0.6,63.0,38.0,0.6,237.0,27.6,,,,
2010-01-01 17:00:00+07:00,0.5,56.0,44.0,0.5,238.0,27.6,,,,
2010-01-01 18:00:00+07:00,0.8,42.0,60.0,0.1,305.0,27.6,,,,
2010-01-01 19:00:00+07:00,1.0,22.0,100.0,0.3,216.0,27.6,,,,
2010-01-01 20:00:00+07:00,0.9,34.0,102.5,0.1,89.0,27.6,,,,
2010-01-01 21:00:00+07:00,0.8,35.0,102.5,0.2,87.0,27.6,,,,
2010-01-01 22:00:00+07:00,1.0,30.0,102.0,0.2,266.0,27.6,,,,
2010-01-01 23:00:00+07:00,0.8,30.0,85.0,0.1,157.0,27.6,,,,
2010-01-02 00:00:00+07:00,1.1,11.0,77.0,1.0,244.0,27.6,,,,
2010-01-02 01:00:00+07:00,1.1,18.0,70.0,0.6,249.0,27.6,,,,
2010-01-02 02:00:00+07:00,1.0,20.0,60.0,0.4,253.0,27.4,,,,
2010-01-02 03:00:00+07:00,1.0,15.0,51.0,0.4,53.0,26.7,,,,
2010-01-02 04:00:00+07:00,0.9,17.0,64.0,0.5,75.0,26.4,,,,
2010-01-02 05:00:00+07:00,0.9,27.0,51.0,0.3,58.0,25.9,,,,
2010-01-02 06:00:00+07:00,1.0,27.0,66.0,0.1,29.0,25.6,,,,
2010-01-02 07:00:00+07:00,0.9,21.0,102.5,0.3,61.0,25.5,,,,
2010-01-02 08:00:00+07:00,1.0,17.0,102.5,0.1,19.0,25.5,,,,
2010-01-02 09:00:00+07:00,1.0,22.0,72.0,0.2,80.0,27.033333333333335,,,,
2010-01-02 10:00:00+07:00,0.85,35.0,46.0,0.2,94.0,28.566666666666666,,,,
2010-01-02 11:00:00+07:00,0.7,48.0,31.333333333333336,0.6,235.0,30.1,,,,
2010-01-02 12:00:00+07:00,0.6,58.0,16.666666666666668,1.2,237.0,31.633333333333336,,,,
2010-01-02 13:00:00+07:00,0.7,60.0,2.0,1.4,236.0,33.16666666666667,,,,
2010-01-02 14:00:00+07:00,0.6,62.0,29.0,0.9,244.0,34.7,,,,
2010-01-02 15:00:00+07:00,0.6,60.0,20.0,0.8,241.0,35.1,,,,
2010-01-02 16:00:00+07:00,0.6,61.0,41.0,1.1,237.0,34.9,,,,
2010-01-02 17:00:00+07:00,0.7,57.0,48.0,0.7,246.0,34.1,,,,
2010-01-02 18:00:00+07:00,0.7,45.0,48.0,0.8,238.0,33.083333333333336,,,,
2010-01-02 19:00:00+07:00,1.1,25.0,98.0,0.5,245.0,32.06666666666667,,,,
2010-01-02 20:00:00+07:00,1.3,11.0,102.5,0.5,244.0,31.05,,,,
2010-01-02 21:00:00+07:00,1.5,3.0,84.0,0.7,243.0,30.033333333333335,,,,
2010-01-02 22:00:00+07:00,1.3,6.0,102.5,0.6,248.0,29.016666666666666,,,,
2010-01-02 23:00:00+07:00,1.2,8.0,75.0,0.6,245.0,28.0,,,,
2010-01-03 00:00:00+07:00,1.2,33.0,36.0,0.4,354.0,27.3,,,,
2010-01-03 01:00:00+07:00,1.1,21.0,73.0,0.7,247.0,27.2,,,,
2010-01-03 02:00:00+07:00,1.0,26.0,49.0,0.7,244.0,26.8,,,,
2010-01-03 03:00:00+07:00,1.2,22.0,47.0,0.1,19.0,26.2,,,,
2010-01-03 04:00:00+07:00,1.2,13.0,60.0,0.5,66.0,25.7,,,,
2010-01-03 05:00:00+07:00,1.1,27.0,73.0,0.5,67.0,25.3,,,,
2010-01-03 06:00:00+07:00,1.2,25.0,82.0,0.3,49.0,25.1,,,,
2010-01-03 07:00:00+07:00,1.1,27.0,102.5,0.4,52.0,24.8,,,,
2010-01-03 08:00:00+07:00,1.1,27.0,102.5,0.2,34.0,25.2,,,,
2010-01-03 09:00:00+07:00,1.2,37.0,77.0,0.4,50.0,27.55,,,,
2010-01-03 10:00:00+07:00,1.2,51.0,43.0,0.1,12.0,29.9,,,,
2010-01-03 11:00:00+07:00,1.2,51.0,43.0,0.1,12.0,29.9,,,,
2010-01-03 12:00:00+07:00,0.8,67.5,22.5,0.6,251.0,32.25,,,,
2010-01-03 13:00:00+07:00,0.8,67.5,2.0,0.5,223.0,34.6,,,,
2010-01-03 14:00:00+07:00,0.7,67.5,37.0,0.3,25.0,35.3,,,,
2010-01-03 15:00:00+07:00,0.8,67.5,27.0,0.7,350.0,35.8,,,,
2010-01-03 16:00:00+07:00,0.7,67.5,46.0,0.7,351.0,36.1,,,,
2010-01-03 17:00:00+07:00,0.9,67.5,65.0,1.2,26.0,34.8,,,,
2010-01-03 18:00:00+07:00,1.1,63.0,102.5,1.2,32.0,32.9,,,,
2010-01-03 19:00:00+07:00,1.2,43.0,102.5,0.5,59.0,30.9,,,,
2010-01-03 20:00:00+07:00,1.4,37.0,102.5,0.5,6.0,29.6,,,,
2010-01-03 21:00:00+07:00,1.4,36.0,72.0,0.5,354.0,29.0,,,,
2010-01-03 22:00:00+07:00,1.4,28.0,77.0,0.6,10.0,28.4,,,,
2010-01-03 23:00:00+07:00,1.3,27.0,58.0,0.4,59.0,27.8,,,,
2010-01-04 00:00:00+07:00,1.1,26.0,102.5,0.9,241.0,28.3,,,,
2010-01-04 01:00:00+07:00,1.6,11.0,45.0,0.7,250.0,27.3,,,,
2010-01-04 02:00:00+07:00,1.5,8.0,102.5,0.4,259.0,26.9,,,,
2010-01-04 03:00:00+07:00,1.3,28.0,34.0,0.3,338.0,26.3,,,,
2010-01-04 04:00:00+07:00,1.3,23.0,55.0,0.2,41.0,26.1,,,,
2010-01-04 05:00:00+07:00,1.4,26.0,61.0,0.4,5.0,25.7,,,,
2010-01-04 06:00:00+07:00,1.85,10.0,80.0,0.5,249.0,25.7,,,,
2010-01-04 07:00:00+07:00,1.85,3.0,102.5,0.1,262.0,25.6,,,,
2010-01-04 08:00:00+07:00,1.85,3.0,102.5,0.1,53.0,26.0,,,,
2010-01-04 09:00:00+07:00,1.85,6.0,102.5,0.6,251.0,23.0,,,,
2010-01-04 10:00:00+07:00,1.0,26.0,83.0,0.5,249.0,26.233333333333334,,,,
2010-01-04 11:00:00+07:00,0.7,54.0,12.0,0.6,244.0,29.46666666666667,,,,
2010-01-04 12:00:00+07:00,0.6499999999999999,67.0,11.0,0.2,237.0,32.7,,,,
2010-01-04 13:00:00+07:00,0.6,67.5,11.0,0.8,240.0,34.3,,,,
2010-01-04 14:00:00+07:00,0.6,67.5,44.0,1.0,238.0,35.0,,,,
2010-01-04 15:00:00+07:00,0.6,67.5,76.0,1.3,239.0,35.3,,,,
2010-01-04 16:00:00+07:00,0.6,67.5,63.0,0.9,239.0,35.3,,,,
2010-01-04 17:00:00+07:00,0.8,67.0,67.0,0.6,240.0,27.2,,,,
2010-01-04 18:00:00+07:00,1.2,51.0,102.0,0.1,293.0,28.099999999999998,,,,
2010-01-04 19:00:00+07:00,1.3,50.0,102.5,0.2,106.0,29.0,,,,
2010-01-04 20:00:00+07:00,1.6,34.0,102.5,0.5,48.0,29.9,,,,
2010-01-04 21:00:00+07:00,1.5,33.0,99.0,0.3,250.0,29.2,,,,
2010-01-04 22:00:00+07:00,1.85,8.0,102.5,0.5,245.0,28.8,,,,
2010-01-04 23:00:00+07:00,1.5,11.0,102.5,0.5,243.0,28.6,,,,
