datetime,CO,NO2,SO2,O3,PM10,WS,WD,Temp,Rain,PM25
2010-01-01 00:00:00+07:00,0.3,2.0,1.0,31.0,28.0,1.2,108.0,28.4,,
2010-01-01 01:00:00+07:00,0.3,2.0,1.0,25.0,17.0,1.8,89.0,28.0,,
2010-01-01 02:00:00+07:00,0.2,2.0,1.0,23.0,14.0,1.8,89.0,27.8,,
2010-01-01 03:00:00+07:00,0.2,2.0,1.0,23.0,14.0,1.8,89.0,27.8,,
2010-01-01 04:00:00+07:00,0.1,3.0,2.0,24.0,14.0,1.3,102.0,27.5,,
2010-01-01 05:00:00+07:00,0.2,2.0,1.0,25.0,40.0,1.3,105.0,27.5,,
2010-01-01 06:00:00+07:00,0.3,5.0,2.0,23.0,26.0,1.3,99.0,27.6,,
2010-01-01 07:00:00+07:00,0.4,6.0,1.0,21.0,18.0,1.2,88.0,27.6,,
2010-01-01 08:00:00+07:00,0.4,10.0,2.0,19.0,18.0,2.0,95.0,27.8,,
2010-01-01 09:00:00+07:00,0.2,7.0,1.0,23.0,7.0,1.9,111.0,28.6,,
2010-01-01 10:00:00+07:00,0.1,3.0,1.0,30.0,8.0,1.6,114.0,29.5,,
2010-01-01 11:00:00+07:00,0.2,3.0,1.0,32.0,25.0,1.7,118.0,30.2,,
2010-01-01 12:00:00+07:00,0.3,4.0,1.0,32.0,21.0,1.7,108.0,30.5,,
2010-01-01 13:00:00+07:00,0.3,3.0,1.0,37.0,17.0,1.7,111.0,30.9,,
2010-01-01 14:00:00+07:00,0.2,4.0,1.0,37.0,17.0,1.9,111.0,31.1,,
2010-01-01 15:00:00+07:00,0.2,5.0,1.0,38.0,15.0,1.6,112.0,31.3,,
2010-01-01 16:00:00+07:00,0.1,4.0,1.0,40.0,22.0,1.7,117.0,31.3,,
2010-01-01 17:00:00+07:00,0.3,4.0,2.0,42.0,46.0,1.6,105.0,30.8,,
2010-01-01 18:00:00+07:00,0.4,6.0,2.0,40.0,41.0,2.5,111.0,30.3,,
2010-01-01 19:00:00+07:00,0.6,10.0,3.0,34.0,37.0,3.6,102.0,29.7,,
2010-01-01 20:00:00+07:00,0.6,19.0,3.0,22.0,32.0,2.9,109.0,29.4,,
2010-01-01 21:00:00+07:00,0.3,13.0,2.0,26.0,26.0,1.5,111.0,29.1,,
2010-01-01 22:00:00+07:00,0.1,7.0,1.0,31.0,27.0,1.4,109.0,28.8,,
2010-01-01 23:00:00+07:00,0.3,4.0,2.0,32.0,30.0,1.6,104.0,28.6,,
2010-01-02 00:00:00+07:00,0.4,11.0,3.0,30.0,31.0,2.2,75.0,28.5,,
2010-01-02 01:00:00+07:00,0.3,1.0,1.0,30.0,17.0,1.2,105.0,28.2,,
2010-01-02 02:00:00+07:00,0.2,1.0,0.0,27.0,12.0,1.3,98.0,27.9,,
2010-01-02 03:00:00+07:00,0.1,3.0,1.0,25.0,17.0,2.8,79.0,27.6,,
2010-01-02 04:00:00+07:00,0.1,3.0,1.0,25.0,17.0,2.8,79.0,27.6,,
2010-01-02 05:00:00+07:00,0.5,9.0,3.0,18.0,31.0,3.1,105.0,27.3,,
2010-01-02 06:00:00+07:00,0.4,16.0,3.0,11.0,32.0,1.5,112.0,27.2,,
2010-01-02 07:00:00+07:00,0.6,16.0,3.0,13.0,23.0,1.5,102.0,27.4,,
2010-01-02 08:00:00+07:00,0.7,17.0,2.0,13.0,29.0,1.9,110.0,27.8,,
